categoria,paciente_endereco_uf,Dias até vacinar,count
Comorbidades,DF,66.0,32
Comorbidades,DF,67.0,26
Comorbidades,DF,68.0,60
Comorbidades,DF,69.0,14
Comorbidades,DF,70.0,7
Comorbidades,DF,71.0,50
Comorbidades,DF,72.0,59
Comorbidades,DF,73.0,58
Comorbidades,DF,74.0,64
Comorbidades,DF,75.0,1
Comorbidades,DF,76.0,6
Comorbidades,DF,77.0,3
Comorbidades,DF,78.0,39
Comorbidades,DF,79.0,26
Comorbidades,DF,80.0,42
Comorbidades,DF,81.0,46
Comorbidades,DF,82.0,30
Comorbidades,DF,83.0,7
Comorbidades,DF,84.0,1
Comorbidades,DF,85.0,27
Comorbidades,DF,86.0,39
Comorbidades,DF,87.0,34
Comorbidades,DF,88.0,22
Comorbidades,DF,89.0,34
Comorbidades,DF,90.0,25
Comorbidades,DF,91.0,11
Comorbidades,DF,92.0,67
Comorbidades,DF,93.0,74
Comorbidades,DF,94.0,16
Comorbidades,DF,95.0,55
Comorbidades,DF,96.0,82
Comorbidades,DF,97.0,24
Comorbidades,DF,98.0,12
Comorbidades,DF,99.0,132
Comorbidades,DF,100.0,82
Comorbidades,DF,101.0,70
Comorbidades,DF,102.0,51
Comorbidades,DF,103.0,65
Comorbidades,DF,104.0,51
Comorbidades,DF,105.0,15
Comorbidades,DF,106.0,153
Comorbidades,DF,107.0,3002
Comorbidades,DF,108.0,2846
Comorbidades,DF,109.0,7121
Comorbidades,DF,110.0,5383
Comorbidades,DF,111.0,2944
Comorbidades,DF,112.0,724
Comorbidades,DF,113.0,5121
Comorbidades,DF,114.0,4804
Comorbidades,DF,115.0,2182
Comorbidades,DF,116.0,7437
Comorbidades,DF,117.0,7309
Comorbidades,DF,118.0,2818
Comorbidades,DF,119.0,969
Comorbidades,DF,120.0,3609
Comorbidades,DF,121.0,4714
Comorbidades,DF,122.0,6153
Comorbidades,DF,123.0,6779
Comorbidades,DF,124.0,4559
Comorbidades,DF,125.0,704
Comorbidades,DF,126.0,592
Comorbidades,DF,127.0,3101
Comorbidades,DF,128.0,1524
Comorbidades,DF,129.0,4362
Comorbidades,DF,130.0,1210
Comorbidades,DF,131.0,4420
Comorbidades,DF,132.0,1371
Comorbidades,DF,133.0,1038
Comorbidades,DF,134.0,9178
Comorbidades,DF,135.0,9327
Comorbidades,DF,136.0,9050
Comorbidades,DF,137.0,189
Comorbidades,DF,138.0,7604
Comorbidades,DF,139.0,1157
Comorbidades,DF,140.0,969
Comorbidades,DF,141.0,5106
Comorbidades,DF,142.0,4204
Comorbidades,DF,143.0,3280
Comorbidades,DF,144.0,2762
Comorbidades,DF,145.0,4022
Comorbidades,DF,146.0,148
Comorbidades,DF,147.0,39
Comorbidades,DF,148.0,632
Comorbidades,DF,149.0,467
Comorbidades,DF,150.0,472
Comorbidades,DF,151.0,2280
Comorbidades,DF,152.0,2667
Comorbidades,DF,153.0,94
Comorbidades,DF,154.0,31
Comorbidades,DF,155.0,1122
Comorbidades,DF,156.0,809
Comorbidades,DF,157.0,448
Comorbidades,DF,158.0,84
Comorbidades,ES,3.0,2
Comorbidades,ES,4.0,3
Comorbidades,ES,7.0,1
Comorbidades,ES,17.0,1
Comorbidades,ES,20.0,106
Comorbidades,ES,21.0,1
Comorbidades,ES,22.0,2
Comorbidades,ES,24.0,3
Comorbidades,ES,25.0,1
Comorbidades,ES,26.0,20
Comorbidades,ES,27.0,48
Comorbidades,ES,29.0,2
Comorbidades,ES,31.0,8
Comorbidades,ES,32.0,55
Comorbidades,ES,33.0,41
Comorbidades,ES,34.0,1
Comorbidades,ES,37.0,27
Comorbidades,ES,38.0,25
Comorbidades,ES,39.0,1
Comorbidades,ES,40.0,17
Comorbidades,ES,41.0,49
Comorbidades,ES,42.0,1
Comorbidades,ES,43.0,1
Comorbidades,ES,44.0,6
Comorbidades,ES,45.0,8
Comorbidades,ES,46.0,4
Comorbidades,ES,48.0,71
Comorbidades,ES,50.0,19
Comorbidades,ES,51.0,12
Comorbidades,ES,52.0,25
Comorbidades,ES,53.0,17
Comorbidades,ES,54.0,55
Comorbidades,ES,55.0,58
Comorbidades,ES,56.0,1
Comorbidades,ES,57.0,17
Comorbidades,ES,58.0,20
Comorbidades,ES,59.0,27
Comorbidades,ES,60.0,41
Comorbidades,ES,61.0,31
Comorbidades,ES,62.0,49
Comorbidades,ES,64.0,12
Comorbidades,ES,65.0,74
Comorbidades,ES,66.0,24
Comorbidades,ES,67.0,17
Comorbidades,ES,68.0,29
Comorbidades,ES,69.0,9
Comorbidades,ES,70.0,1
Comorbidades,ES,71.0,21
Comorbidades,ES,72.0,39
Comorbidades,ES,73.0,12
Comorbidades,ES,74.0,10
Comorbidades,ES,75.0,1
Comorbidades,ES,76.0,9
Comorbidades,ES,78.0,15
Comorbidades,ES,79.0,11
Comorbidades,ES,80.0,17
Comorbidades,ES,81.0,39
Comorbidades,ES,82.0,20
Comorbidades,ES,83.0,40
Comorbidades,ES,84.0,6
Comorbidades,ES,85.0,10
Comorbidades,ES,86.0,15
Comorbidades,ES,87.0,24
Comorbidades,ES,88.0,33
Comorbidades,ES,89.0,41
Comorbidades,ES,90.0,45
Comorbidades,ES,91.0,3
Comorbidades,ES,92.0,45
Comorbidades,ES,93.0,84
Comorbidades,ES,94.0,16
Comorbidades,ES,95.0,47
Comorbidades,ES,96.0,56
Comorbidades,ES,97.0,29
Comorbidades,ES,98.0,6
Comorbidades,ES,99.0,52
Comorbidades,ES,100.0,74
Comorbidades,ES,101.0,62
Comorbidades,ES,102.0,60
Comorbidades,ES,103.0,95
Comorbidades,ES,104.0,218
Comorbidades,ES,105.0,3
Comorbidades,ES,106.0,804
Comorbidades,ES,107.0,2430
Comorbidades,ES,108.0,3034
Comorbidades,ES,109.0,6318
Comorbidades,ES,110.0,7752
Comorbidades,ES,111.0,10478
Comorbidades,ES,112.0,9
Comorbidades,ES,113.0,9777
Comorbidades,ES,114.0,13598
Comorbidades,ES,115.0,15327
Comorbidades,ES,116.0,16258
Comorbidades,ES,117.0,15827
Comorbidades,ES,118.0,10701
Comorbidades,ES,119.0,46
Comorbidades,ES,120.0,12618
Comorbidades,ES,121.0,11887
Comorbidades,ES,122.0,13739
Comorbidades,ES,123.0,12522
Comorbidades,ES,124.0,13503
Comorbidades,ES,125.0,5874
Comorbidades,ES,126.0,14
Comorbidades,ES,127.0,7542
Comorbidades,ES,128.0,9875
Comorbidades,ES,129.0,10138
Comorbidades,ES,130.0,13920
Comorbidades,ES,131.0,10875
Comorbidades,ES,132.0,8535
Comorbidades,ES,133.0,224
Comorbidades,ES,134.0,6996
Comorbidades,ES,135.0,7007
Comorbidades,ES,136.0,7455
Comorbidades,ES,137.0,3118
Comorbidades,ES,138.0,3296
Comorbidades,ES,139.0,1089
Comorbidades,ES,140.0,13
Comorbidades,ES,141.0,3536
Comorbidades,ES,142.0,3840
Comorbidades,ES,143.0,3851
Comorbidades,ES,144.0,3273
Comorbidades,ES,145.0,2645
Comorbidades,ES,146.0,2473
Comorbidades,ES,147.0,42
Comorbidades,ES,148.0,1623
Comorbidades,ES,149.0,1665
Comorbidades,ES,150.0,1402
Comorbidades,ES,151.0,1266
Comorbidades,ES,152.0,881
Comorbidades,ES,153.0,562
Comorbidades,ES,154.0,42
Comorbidades,ES,155.0,928
Comorbidades,ES,156.0,826
Comorbidades,ES,157.0,988
Comorbidades,ES,158.0,224
Comorbidades,GO,1.0,1
Comorbidades,GO,2.0,1
Comorbidades,GO,3.0,2
Comorbidades,GO,4.0,5
Comorbidades,GO,5.0,9
Comorbidades,GO,8.0,2
Comorbidades,GO,9.0,7
Comorbidades,GO,10.0,6
Comorbidades,GO,11.0,24
Comorbidades,GO,12.0,22
Comorbidades,GO,15.0,9
Comorbidades,GO,16.0,4
Comorbidades,GO,17.0,10
Comorbidades,GO,18.0,17
Comorbidades,GO,19.0,12
Comorbidades,GO,20.0,8
Comorbidades,GO,21.0,1
Comorbidades,GO,22.0,8
Comorbidades,GO,23.0,31
Comorbidades,GO,24.0,31
Comorbidades,GO,25.0,36
Comorbidades,GO,26.0,59
Comorbidades,GO,27.0,1
Comorbidades,GO,28.0,2
Comorbidades,GO,29.0,5
Comorbidades,GO,30.0,1
Comorbidades,GO,31.0,15
Comorbidades,GO,32.0,44
Comorbidades,GO,33.0,10
Comorbidades,GO,34.0,4
Comorbidades,GO,35.0,1
Comorbidades,GO,36.0,8
Comorbidades,GO,37.0,10
Comorbidades,GO,38.0,8
Comorbidades,GO,39.0,2
Comorbidades,GO,40.0,11
Comorbidades,GO,41.0,6
Comorbidades,GO,43.0,7
Comorbidades,GO,44.0,8
Comorbidades,GO,45.0,10
Comorbidades,GO,46.0,15
Comorbidades,GO,47.0,20
Comorbidades,GO,48.0,4
Comorbidades,GO,50.0,9
Comorbidades,GO,51.0,24
Comorbidades,GO,52.0,28
Comorbidades,GO,53.0,55
Comorbidades,GO,54.0,47
Comorbidades,GO,55.0,1
Comorbidades,GO,57.0,13
Comorbidades,GO,58.0,9
Comorbidades,GO,59.0,12
Comorbidades,GO,60.0,15
Comorbidades,GO,61.0,10
Comorbidades,GO,64.0,18
Comorbidades,GO,65.0,32
Comorbidades,GO,66.0,35
Comorbidades,GO,67.0,25
Comorbidades,GO,68.0,42
Comorbidades,GO,69.0,3
Comorbidades,GO,71.0,29
Comorbidades,GO,72.0,33
Comorbidades,GO,73.0,30
Comorbidades,GO,74.0,13
Comorbidades,GO,75.0,1
Comorbidades,GO,76.0,4
Comorbidades,GO,77.0,1
Comorbidades,GO,78.0,37
Comorbidades,GO,79.0,26
Comorbidades,GO,80.0,20
Comorbidades,GO,81.0,20
Comorbidades,GO,82.0,20
Comorbidades,GO,83.0,20
Comorbidades,GO,84.0,2
Comorbidades,GO,85.0,20
Comorbidades,GO,86.0,20
Comorbidades,GO,87.0,42
Comorbidades,GO,88.0,20
Comorbidades,GO,89.0,32
Comorbidades,GO,90.0,372
Comorbidades,GO,91.0,157
Comorbidades,GO,92.0,62
Comorbidades,GO,93.0,178
Comorbidades,GO,94.0,68
Comorbidades,GO,95.0,82
Comorbidades,GO,96.0,61
Comorbidades,GO,97.0,17
Comorbidades,GO,98.0,7
Comorbidades,GO,99.0,76
Comorbidades,GO,100.0,94
Comorbidades,GO,101.0,251
Comorbidades,GO,102.0,185
Comorbidades,GO,103.0,173
Comorbidades,GO,104.0,103
Comorbidades,GO,105.0,21
Comorbidades,GO,106.0,492
Comorbidades,GO,107.0,835
Comorbidades,GO,108.0,5563
Comorbidades,GO,109.0,10068
Comorbidades,GO,110.0,11695
Comorbidades,GO,111.0,3808
Comorbidades,GO,112.0,52
Comorbidades,GO,113.0,10216
Comorbidades,GO,114.0,11328
Comorbidades,GO,115.0,11642
Comorbidades,GO,116.0,16186
Comorbidades,GO,117.0,17311
Comorbidades,GO,118.0,13280
Comorbidades,GO,119.0,801
Comorbidades,GO,120.0,18407
Comorbidades,GO,121.0,20780
Comorbidades,GO,122.0,19433
Comorbidades,GO,123.0,22533
Comorbidades,GO,124.0,19361
Comorbidades,GO,125.0,4834
Comorbidades,GO,126.0,316
Comorbidades,GO,127.0,11391
Comorbidades,GO,128.0,12147
Comorbidades,GO,129.0,10624
Comorbidades,GO,130.0,12897
Comorbidades,GO,131.0,15394
Comorbidades,GO,132.0,6911
Comorbidades,GO,133.0,146
Comorbidades,GO,134.0,9324
Comorbidades,GO,135.0,8882
Comorbidades,GO,136.0,7268
Comorbidades,GO,137.0,946
Comorbidades,GO,138.0,3159
Comorbidades,GO,139.0,898
Comorbidades,GO,140.0,113
Comorbidades,GO,141.0,6239
Comorbidades,GO,142.0,6074
Comorbidades,GO,143.0,4966
Comorbidades,GO,144.0,4234
Comorbidades,GO,145.0,3963
Comorbidades,GO,146.0,736
Comorbidades,GO,147.0,60
Comorbidades,GO,148.0,3333
Comorbidades,GO,149.0,2861
Comorbidades,GO,150.0,2838
Comorbidades,GO,151.0,1969
Comorbidades,GO,152.0,1477
Comorbidades,GO,153.0,475
Comorbidades,GO,154.0,108
Comorbidades,GO,155.0,1884
Comorbidades,GO,156.0,1337
Comorbidades,GO,157.0,611
Comorbidades,GO,158.0,226
Comorbidades,MA,2.0,5
Comorbidades,MA,3.0,14
Comorbidades,MA,4.0,3
Comorbidades,MA,5.0,7
Comorbidades,MA,6.0,1
Comorbidades,MA,8.0,31
Comorbidades,MA,9.0,34
Comorbidades,MA,10.0,53
Comorbidades,MA,11.0,97
Comorbidades,MA,12.0,89
Comorbidades,MA,14.0,2
Comorbidades,MA,15.0,101
Comorbidades,MA,16.0,114
Comorbidades,MA,17.0,304
Comorbidades,MA,18.0,114
Comorbidades,MA,19.0,74
Comorbidades,MA,20.0,153
Comorbidades,MA,21.0,9
Comorbidades,MA,22.0,143
Comorbidades,MA,23.0,186
Comorbidades,MA,24.0,261
Comorbidades,MA,25.0,290
Comorbidades,MA,26.0,244
Comorbidades,MA,27.0,62
Comorbidades,MA,28.0,6
Comorbidades,MA,29.0,304
Comorbidades,MA,30.0,231
Comorbidades,MA,31.0,274
Comorbidades,MA,32.0,278
Comorbidades,MA,33.0,222
Comorbidades,MA,34.0,86
Comorbidades,MA,35.0,14
Comorbidades,MA,36.0,169
Comorbidades,MA,37.0,137
Comorbidades,MA,38.0,188
Comorbidades,MA,39.0,115
Comorbidades,MA,40.0,240
Comorbidades,MA,41.0,151
Comorbidades,MA,42.0,1
Comorbidades,MA,43.0,138
Comorbidades,MA,44.0,198
Comorbidades,MA,45.0,348
Comorbidades,MA,46.0,310
Comorbidades,MA,47.0,359
Comorbidades,MA,48.0,163
Comorbidades,MA,49.0,14
Comorbidades,MA,50.0,325
Comorbidades,MA,51.0,273
Comorbidades,MA,52.0,366
Comorbidades,MA,53.0,240
Comorbidades,MA,54.0,251
Comorbidades,MA,55.0,65
Comorbidades,MA,56.0,1
Comorbidades,MA,57.0,303
Comorbidades,MA,58.0,175
Comorbidades,MA,59.0,320
Comorbidades,MA,60.0,233
Comorbidades,MA,61.0,156
Comorbidades,MA,62.0,14
Comorbidades,MA,63.0,1
Comorbidades,MA,64.0,213
Comorbidades,MA,65.0,362
Comorbidades,MA,66.0,371
Comorbidades,MA,67.0,261
Comorbidades,MA,68.0,180
Comorbidades,MA,69.0,57
Comorbidades,MA,70.0,7
Comorbidades,MA,71.0,300
Comorbidades,MA,72.0,305
Comorbidades,MA,73.0,450
Comorbidades,MA,74.0,100
Comorbidades,MA,75.0,13
Comorbidades,MA,76.0,28
Comorbidades,MA,77.0,3
Comorbidades,MA,78.0,297
Comorbidades,MA,79.0,192
Comorbidades,MA,80.0,359
Comorbidades,MA,81.0,318
Comorbidades,MA,82.0,226
Comorbidades,MA,83.0,115
Comorbidades,MA,84.0,61
Comorbidades,MA,85.0,347
Comorbidades,MA,86.0,461
Comorbidades,MA,87.0,774
Comorbidades,MA,88.0,586
Comorbidades,MA,89.0,299
Comorbidades,MA,90.0,54
Comorbidades,MA,91.0,9
Comorbidades,MA,92.0,730
Comorbidades,MA,93.0,949
Comorbidades,MA,94.0,584
Comorbidades,MA,95.0,1088
Comorbidades,MA,96.0,514
Comorbidades,MA,97.0,88
Comorbidades,MA,98.0,20
Comorbidades,MA,99.0,751
Comorbidades,MA,100.0,1295
Comorbidades,MA,101.0,1297
Comorbidades,MA,102.0,662
Comorbidades,MA,103.0,821
Comorbidades,MA,104.0,89
Comorbidades,MA,105.0,23
Comorbidades,MA,106.0,1159
Comorbidades,MA,107.0,2372
Comorbidades,MA,108.0,4532
Comorbidades,MA,109.0,6013
Comorbidades,MA,110.0,7000
Comorbidades,MA,111.0,2956
Comorbidades,MA,112.0,898
Comorbidades,MA,113.0,8792
Comorbidades,MA,114.0,11975
Comorbidades,MA,115.0,11431
Comorbidades,MA,116.0,11009
Comorbidades,MA,117.0,8090
Comorbidades,MA,118.0,2429
Comorbidades,MA,119.0,48
Comorbidades,MA,120.0,8564
Comorbidades,MA,121.0,9176
Comorbidades,MA,122.0,8751
Comorbidades,MA,123.0,6623
Comorbidades,MA,124.0,5177
Comorbidades,MA,125.0,1453
Comorbidades,MA,126.0,171
Comorbidades,MA,127.0,4874
Comorbidades,MA,128.0,5380
Comorbidades,MA,129.0,5678
Comorbidades,MA,130.0,4166
Comorbidades,MA,131.0,3380
Comorbidades,MA,132.0,2509
Comorbidades,MA,133.0,1026
Comorbidades,MA,134.0,6022
Comorbidades,MA,135.0,10024
Comorbidades,MA,136.0,9458
Comorbidades,MA,137.0,2637
Comorbidades,MA,138.0,2839
Comorbidades,MA,139.0,599
Comorbidades,MA,140.0,208
Comorbidades,MA,141.0,4292
Comorbidades,MA,142.0,4864
Comorbidades,MA,143.0,4178
Comorbidades,MA,144.0,3539
Comorbidades,MA,145.0,2025
Comorbidades,MA,146.0,700
Comorbidades,MA,147.0,19
Comorbidades,MA,148.0,1940
Comorbidades,MA,149.0,2041
Comorbidades,MA,150.0,1820
Comorbidades,MA,151.0,1414
Comorbidades,MA,152.0,899
Comorbidades,MA,153.0,195
Comorbidades,MA,154.0,11
Comorbidades,MA,155.0,686
Comorbidades,MA,156.0,548
Comorbidades,MA,157.0,623
Comorbidades,MA,158.0,102
Comorbidades,MG,2.0,1
Comorbidades,MG,3.0,13
Comorbidades,MG,4.0,11
Comorbidades,MG,5.0,8
Comorbidades,MG,6.0,1
Comorbidades,MG,7.0,2
Comorbidades,MG,8.0,3
Comorbidades,MG,9.0,2
Comorbidades,MG,10.0,6
Comorbidades,MG,11.0,3
Comorbidades,MG,12.0,1
Comorbidades,MG,13.0,1
Comorbidades,MG,15.0,5
Comorbidades,MG,16.0,25
Comorbidades,MG,17.0,13
Comorbidades,MG,18.0,24
Comorbidades,MG,19.0,7
Comorbidades,MG,20.0,8
Comorbidades,MG,21.0,2
Comorbidades,MG,22.0,18
Comorbidades,MG,23.0,4
Comorbidades,MG,24.0,53
Comorbidades,MG,25.0,22
Comorbidades,MG,26.0,18
Comorbidades,MG,27.0,31
Comorbidades,MG,28.0,4
Comorbidades,MG,29.0,10
Comorbidades,MG,30.0,12
Comorbidades,MG,31.0,23
Comorbidades,MG,32.0,10
Comorbidades,MG,33.0,46
Comorbidades,MG,34.0,2
Comorbidades,MG,35.0,9
Comorbidades,MG,36.0,8
Comorbidades,MG,37.0,5
Comorbidades,MG,38.0,6
Comorbidades,MG,39.0,13
Comorbidades,MG,40.0,44
Comorbidades,MG,41.0,11
Comorbidades,MG,42.0,3
Comorbidades,MG,43.0,53
Comorbidades,MG,44.0,24
Comorbidades,MG,45.0,48
Comorbidades,MG,46.0,37
Comorbidades,MG,47.0,29
Comorbidades,MG,48.0,36
Comorbidades,MG,49.0,1
Comorbidades,MG,50.0,33
Comorbidades,MG,51.0,15
Comorbidades,MG,52.0,22
Comorbidades,MG,53.0,33
Comorbidades,MG,54.0,36
Comorbidades,MG,55.0,13
Comorbidades,MG,56.0,11
Comorbidades,MG,57.0,26
Comorbidades,MG,58.0,50
Comorbidades,MG,59.0,38
Comorbidades,MG,60.0,45
Comorbidades,MG,61.0,43
Comorbidades,MG,62.0,6
Comorbidades,MG,63.0,2
Comorbidades,MG,64.0,12
Comorbidades,MG,65.0,26
Comorbidades,MG,66.0,27
Comorbidades,MG,67.0,28
Comorbidades,MG,68.0,40
Comorbidades,MG,69.0,35
Comorbidades,MG,70.0,1
Comorbidades,MG,71.0,52
Comorbidades,MG,72.0,322
Comorbidades,MG,73.0,243
Comorbidades,MG,74.0,32
Comorbidades,MG,75.0,14
Comorbidades,MG,76.0,18
Comorbidades,MG,77.0,2
Comorbidades,MG,78.0,164
Comorbidades,MG,79.0,113
Comorbidades,MG,80.0,153
Comorbidades,MG,81.0,96
Comorbidades,MG,82.0,51
Comorbidades,MG,83.0,22
Comorbidades,MG,84.0,17
Comorbidades,MG,85.0,72
Comorbidades,MG,86.0,321
Comorbidades,MG,87.0,248
Comorbidades,MG,88.0,166
Comorbidades,MG,89.0,98
Comorbidades,MG,90.0,29
Comorbidades,MG,91.0,7
Comorbidades,MG,92.0,117
Comorbidades,MG,93.0,399
Comorbidades,MG,94.0,166
Comorbidades,MG,95.0,171
Comorbidades,MG,96.0,123
Comorbidades,MG,97.0,34
Comorbidades,MG,98.0,17
Comorbidades,MG,99.0,165
Comorbidades,MG,100.0,213
Comorbidades,MG,101.0,341
Comorbidades,MG,102.0,247
Comorbidades,MG,103.0,255
Comorbidades,MG,104.0,149
Comorbidades,MG,105.0,41
Comorbidades,MG,106.0,340
Comorbidades,MG,107.0,593
Comorbidades,MG,108.0,1195
Comorbidades,MG,109.0,3781
Comorbidades,MG,110.0,8889
Comorbidades,MG,111.0,12629
Comorbidades,MG,112.0,54
Comorbidades,MG,113.0,21966
Comorbidades,MG,114.0,31475
Comorbidades,MG,115.0,38059
Comorbidades,MG,116.0,38127
Comorbidades,MG,117.0,48347
Comorbidades,MG,118.0,22380
Comorbidades,MG,119.0,4772
Comorbidades,MG,120.0,39757
Comorbidades,MG,121.0,47717
Comorbidades,MG,122.0,44060
Comorbidades,MG,123.0,48335
Comorbidades,MG,124.0,43257
Comorbidades,MG,125.0,11552
Comorbidades,MG,126.0,122
Comorbidades,MG,127.0,34222
Comorbidades,MG,128.0,45394
Comorbidades,MG,129.0,40838
Comorbidades,MG,130.0,40359
Comorbidades,MG,131.0,35083
Comorbidades,MG,132.0,3954
Comorbidades,MG,133.0,193
Comorbidades,MG,134.0,23415
Comorbidades,MG,135.0,41818
Comorbidades,MG,136.0,67477
Comorbidades,MG,137.0,13212
Comorbidades,MG,138.0,21952
Comorbidades,MG,139.0,5415
Comorbidades,MG,140.0,757
Comorbidades,MG,141.0,26162
Comorbidades,MG,142.0,39717
Comorbidades,MG,143.0,37350
Comorbidades,MG,144.0,28451
Comorbidades,MG,145.0,25433
Comorbidades,MG,146.0,5123
Comorbidades,MG,147.0,25
Comorbidades,MG,148.0,16226
Comorbidades,MG,149.0,16927
Comorbidades,MG,150.0,17235
Comorbidades,MG,151.0,12950
Comorbidades,MG,152.0,10575
Comorbidades,MG,153.0,1921
Comorbidades,MG,154.0,755
Comorbidades,MG,155.0,6088
Comorbidades,MG,156.0,5839
Comorbidades,MG,157.0,4536
Comorbidades,MG,158.0,1137
Comorbidades,MS,4.0,6
Comorbidades,MS,7.0,4
Comorbidades,MS,8.0,2
Comorbidades,MS,9.0,9
Comorbidades,MS,10.0,1
Comorbidades,MS,11.0,2
Comorbidades,MS,13.0,7
Comorbidades,MS,14.0,1
Comorbidades,MS,15.0,4
Comorbidades,MS,16.0,3
Comorbidades,MS,17.0,6
Comorbidades,MS,18.0,5
Comorbidades,MS,19.0,3
Comorbidades,MS,20.0,3
Comorbidades,MS,24.0,9
Comorbidades,MS,25.0,4
Comorbidades,MS,27.0,2
Comorbidades,MS,28.0,1
Comorbidades,MS,31.0,6
Comorbidades,MS,32.0,10
Comorbidades,MS,33.0,13
Comorbidades,MS,36.0,2
Comorbidades,MS,37.0,4
Comorbidades,MS,38.0,1
Comorbidades,MS,39.0,1
Comorbidades,MS,40.0,8
Comorbidades,MS,41.0,7
Comorbidades,MS,42.0,1
Comorbidades,MS,43.0,12
Comorbidades,MS,44.0,7
Comorbidades,MS,45.0,4
Comorbidades,MS,46.0,9
Comorbidades,MS,47.0,8
Comorbidades,MS,48.0,3
Comorbidades,MS,50.0,2
Comorbidades,MS,51.0,7
Comorbidades,MS,52.0,13
Comorbidades,MS,53.0,4
Comorbidades,MS,54.0,13
Comorbidades,MS,56.0,3
Comorbidades,MS,57.0,41
Comorbidades,MS,58.0,14
Comorbidades,MS,59.0,7
Comorbidades,MS,60.0,13
Comorbidades,MS,61.0,37
Comorbidades,MS,62.0,8
Comorbidades,MS,63.0,26
Comorbidades,MS,64.0,79
Comorbidades,MS,65.0,185
Comorbidades,MS,66.0,236
Comorbidades,MS,67.0,172
Comorbidades,MS,68.0,225
Comorbidades,MS,69.0,94
Comorbidades,MS,70.0,4
Comorbidades,MS,71.0,241
Comorbidades,MS,72.0,166
Comorbidades,MS,73.0,143
Comorbidades,MS,74.0,62
Comorbidades,MS,75.0,17
Comorbidades,MS,76.0,198
Comorbidades,MS,77.0,81
Comorbidades,MS,78.0,237
Comorbidades,MS,79.0,213
Comorbidades,MS,80.0,159
Comorbidades,MS,81.0,137
Comorbidades,MS,82.0,283
Comorbidades,MS,83.0,137
Comorbidades,MS,84.0,101
Comorbidades,MS,85.0,314
Comorbidades,MS,86.0,420
Comorbidades,MS,87.0,279
Comorbidades,MS,88.0,383
Comorbidades,MS,89.0,146
Comorbidades,MS,90.0,227
Comorbidades,MS,91.0,91
Comorbidades,MS,92.0,232
Comorbidades,MS,93.0,766
Comorbidades,MS,94.0,112
Comorbidades,MS,95.0,414
Comorbidades,MS,96.0,606
Comorbidades,MS,97.0,512
Comorbidades,MS,98.0,29
Comorbidades,MS,99.0,830
Comorbidades,MS,100.0,1145
Comorbidades,MS,101.0,657
Comorbidades,MS,102.0,660
Comorbidades,MS,103.0,2590
Comorbidades,MS,104.0,2141
Comorbidades,MS,105.0,1077
Comorbidades,MS,106.0,3777
Comorbidades,MS,107.0,6094
Comorbidades,MS,108.0,7423
Comorbidades,MS,109.0,6836
Comorbidades,MS,110.0,5946
Comorbidades,MS,111.0,2118
Comorbidades,MS,112.0,391
Comorbidades,MS,113.0,3955
Comorbidades,MS,114.0,4546
Comorbidades,MS,115.0,5581
Comorbidades,MS,116.0,4219
Comorbidades,MS,117.0,2769
Comorbidades,MS,118.0,1026
Comorbidades,MS,119.0,246
Comorbidades,MS,120.0,3010
Comorbidades,MS,121.0,3012
Comorbidades,MS,122.0,3261
Comorbidades,MS,123.0,5456
Comorbidades,MS,124.0,3374
Comorbidades,MS,125.0,1234
Comorbidades,MS,126.0,251
Comorbidades,MS,127.0,2070
Comorbidades,MS,128.0,2408
Comorbidades,MS,129.0,3283
Comorbidades,MS,130.0,4753
Comorbidades,MS,131.0,4551
Comorbidades,MS,132.0,1378
Comorbidades,MS,133.0,144
Comorbidades,MS,134.0,2221
Comorbidades,MS,135.0,1552
Comorbidades,MS,136.0,2072
Comorbidades,MS,137.0,1314
Comorbidades,MS,138.0,1447
Comorbidades,MS,139.0,453
Comorbidades,MS,140.0,32
Comorbidades,MS,141.0,1354
Comorbidades,MS,142.0,1183
Comorbidades,MS,143.0,961
Comorbidades,MS,144.0,1223
Comorbidades,MS,145.0,1082
Comorbidades,MS,146.0,245
Comorbidades,MS,147.0,59
Comorbidades,MS,148.0,553
Comorbidades,MS,149.0,347
Comorbidades,MS,150.0,322
Comorbidades,MS,151.0,205
Comorbidades,MS,152.0,685
Comorbidades,MS,153.0,719
Comorbidades,MS,154.0,98
Comorbidades,MS,155.0,676
Comorbidades,MS,156.0,1132
Comorbidades,MS,157.0,572
Comorbidades,MS,158.0,157
Comorbidades,MT,3.0,2
Comorbidades,MT,4.0,1
Comorbidades,MT,8.0,4
Comorbidades,MT,10.0,1
Comorbidades,MT,11.0,6
Comorbidades,MT,12.0,2
Comorbidades,MT,15.0,9
Comorbidades,MT,19.0,1
Comorbidades,MT,20.0,1
Comorbidades,MT,22.0,3
Comorbidades,MT,24.0,2
Comorbidades,MT,25.0,1
Comorbidades,MT,26.0,2
Comorbidades,MT,29.0,1
Comorbidades,MT,30.0,3
Comorbidades,MT,31.0,4
Comorbidades,MT,32.0,2
Comorbidades,MT,33.0,3
Comorbidades,MT,36.0,2
Comorbidades,MT,37.0,1
Comorbidades,MT,39.0,1
Comorbidades,MT,40.0,4
Comorbidades,MT,41.0,1
Comorbidades,MT,43.0,4
Comorbidades,MT,44.0,7
Comorbidades,MT,46.0,4
Comorbidades,MT,47.0,18
Comorbidades,MT,48.0,1
Comorbidades,MT,50.0,2
Comorbidades,MT,51.0,2
